,DATE,HourlySkyConditions
9353,2021-10-20T05:23:00,OVC:08 8
21737,2022-10-01T07:00:00,OVC:08 2
3369,2021-04-05T20:53:00,CLR:00
20861,2022-09-02T06:13:00,VV:09 2
6367,2021-07-14T12:53:00,CLR:00
8707,2021-09-27T23:59:00,
8491,2021-09-21T03:53:00,CLR:00
25030,2022-12-25T04:33:00,OVC:08 2
362,2021-01-08T08:53:00,BKN:07 6
19657,2022-07-27T08:44:00,BKN:07 14
3167,2021-03-29T21:53:00,CLR:00
24506,2022-12-13T04:53:00,CLR:00
14331,2022-02-08T02:51:00,VV:09 2
1117,2021-01-27T13:51:00,SCT:04 21 SCT:04 39 BKN:07 65
8278,2021-09-15T01:53:00,OVC:08 6
754,2021-01-17T06:53:00,FEW:02 50
289,2021-01-06T12:53:00,FEW:02 4 SCT:04 35 BKN:07 80
25078,2022-12-26T05:32:00,VV:09 2
24578,2022-12-15T04:53:00,CLR:00
19563,2022-07-24T11:53:00,CLR:00
1507,2021-02-06T06:33:00,CLR:00
7708,2021-08-27T11:53:00,FEW:02 42
13500,2022-01-18T00:24:00,FEW:02 3
8063,2021-09-07T14:53:00,FEW:02 250
13627,2022-01-20T08:51:00,OVC:08 1
4033,2021-04-25T23:53:00,CLR:00
7801,2021-08-30T09:07:00,OVC:08 5
15239,2022-03-10T12:53:00,CLR:00
23519,2022-11-17T13:53:00,SCT:04 200
11273,2021-11-30T03:49:00,VV:09 1
4931,2021-05-26T15:53:00,CLR:00
13411,2022-01-15T15:53:00,CLR:00
3554,2021-04-11T16:53:00,CLR:00
10884,2021-11-19T20:25:00,FEW:02 1 OVC:08 32
22514,2022-10-21T08:53:00,OVC:08 2
7359,2021-08-16T05:53:00,CLR:00
14975,2022-03-01T19:53:00,CLR:00
16254,2022-04-07T22:53:00,CLR:00
2960,2021-03-22T03:44:00,SCT:04 2
2344,2021-03-04T15:53:00,CLR:00
20642,2022-08-27T09:00:00,OVC:08 3
706,2021-01-16T19:53:00,CLR:00
49,2021-01-02T00:32:00,OVC:08 7
12618,2021-12-28T22:53:00,OVC:08 4
16833,2022-04-23T05:53:00,CLR:00
15164,2022-03-07T13:53:00,FEW:02 250
15703,2022-03-24T00:53:00,CLR:00
22455,2022-10-19T23:59:00,
891,2021-01-22T05:07:00,VV:09 1
10333,2021-11-09T05:15:00,OVC:08 4
11157,2021-11-27T18:53:00,CLR:00
21956,2022-10-07T10:53:00,CLR:00
6589,2021-07-22T17:53:00,CLR:00
12287,2021-12-22T04:36:00,OVC:08 5
11019,2021-11-23T06:53:00,FEW:02 1
21980,2022-10-08T04:53:00,VV:09 1
15475,2022-03-17T00:53:00,CLR:00
12674,2021-12-30T11:53:00,BKN:07 36
21089,2022-09-11T00:53:00,CLR:00
22528,2022-10-21T18:53:00,CLR:00
1001,2021-01-24T05:26:00,OVC:08 2
20124,2022-08-11T02:19:00,VV:09 3
14562,2022-02-14T07:53:00,OVC:08 2
3664,2021-04-14T11:53:00,FEW:02 50
11534,2021-12-05T20:57:00,CLR:00
16736,2022-04-20T19:53:00,OVC:08 8
10170,2021-11-04T15:53:00,CLR:00
13885,2022-01-26T02:53:00,VV:09 2
24380,2022-12-10T05:28:00,OVC:08 13
4300,2021-05-04T21:53:00,CLR:00
4397,2021-05-08T06:53:00,CLR:00
14902,2022-02-26T22:53:00,CLR:00
10855,2021-11-19T09:50:00,OVC:08 3
21418,2022-09-21T21:53:00,CLR:00
4690,2021-05-17T22:53:00,CLR:00
18460,2022-06-19T15:53:00,FEW:02 60
15827,2022-03-26T06:53:00,BKN:07 1
23763,2022-11-25T13:53:00,CLR:00
2260,2021-03-01T08:53:00,FEW:02 15
18081,2022-06-05T06:51:00,BKN:07 5 OVC:08 10
12897,2022-01-05T04:01:00,OVC:08 6
11512,2021-12-05T08:53:00,VV:09 2
6085,2021-07-05T17:53:00,CLR:00
15729,2022-03-24T05:10:00,VV:09 4
6556,2021-07-21T09:53:00,CLR:00
8783,2021-09-30T23:59:00,
7923,2021-09-03T10:53:00,CLR:00
20527,2022-08-24T12:53:00,CLR:00
24134,2022-12-05T09:37:00,FEW:02 7 SCT:04 47 SCT:04 60
15276,2022-03-11T23:59:00,
4880,2021-05-24T15:53:00,CLR:00
9240,2021-10-17T18:53:00,SCT:04 80
21602,2022-09-27T07:51:00,OVC:08 3
8055,2021-09-07T06:53:00,CLR:00
5169,2021-06-03T12:53:00,CLR:00
4836,2021-05-23T08:53:00,CLR:00
3018,2021-03-24T07:53:00,SCT:04 250
8934,2021-10-06T06:53:00,OVC:08 4
11564,2021-12-06T10:25:00,OVC:08 2
2567,2021-03-10T02:39:00,FEW:02 22 SCT:04 35 BKN:07 42
5406,2021-06-12T19:53:00,CLR:00
23584,2022-11-20T03:53:00,CLR:00
4625,2021-05-15T19:53:00,CLR:00
22900,2022-11-02T03:42:00,FEW:02 50
5176,2021-06-03T19:53:00,CLR:00
18433,2022-06-18T14:53:00,FEW:02 85
2857,2021-03-18T23:59:00,
8048,2021-09-07T00:53:00,CLR:00
337,2021-01-07T19:25:00,CLR:00
12270,2021-12-21T22:28:00,OVC:08 5
15097,2022-03-05T00:53:00,CLR:00
7027,2021-08-05T01:53:00,OVC:08 7
9923,2021-10-30T20:49:00,BKN:07 12 BKN:07 17 OVC:08 32
4936,2021-05-26T20:53:00,CLR:00
11421,2021-12-02T21:26:00,VV:09 8
629,2021-01-14T21:53:00,CLR:00
21461,2022-09-23T12:53:00,CLR:00
4062,2021-04-26T14:53:00,SCT:04 50
14669,2022-02-18T06:53:00,CLR:00
16865,2022-04-24T05:32:00,FEW:02 3
3848,2021-04-20T04:53:00,CLR:00
21294,2022-09-18T02:53:00,BKN:07 90 OVC:08 100
8023,2021-09-06T05:37:00,VV:09 1
22353,2022-10-17T00:09:00,CLR:00
19744,2022-07-29T21:53:00,OVC:08 4
13443,2022-01-16T12:53:00,BKN:07 200
10497,2021-11-11T23:26:00,VV:09 1
18850,2022-07-02T04:53:00,OVC:08 5
8232,2021-09-13T09:53:00,CLR:00
22316,2022-10-15T18:33:00,OVC:08 14
9027,2021-10-09T12:53:00,CLR:00
1867,2021-02-15T03:34:00,OVC:08 4
18278,2022-06-12T10:53:00,FEW:02 23 BKN:07 29 BKN:07 80
4935,2021-05-26T19:53:00,CLR:00
22039,2022-10-09T10:53:00,CLR:00
12494,2021-12-25T19:53:00,FEW:02 29 BKN:07 35 BKN:07 42
22747,2022-10-30T01:53:00,CLR:00
4212,2021-05-01T10:53:00,CLR:00
17428,2022-05-12T16:53:00,FEW:02 60
17461,2022-05-13T23:59:00,
11932,2021-12-15T04:53:00,CLR:00
13930,2022-01-27T04:53:00,CLR:00
24280,2022-12-08T09:51:00,BKN:07 4
9419,2021-10-21T05:53:00,BKN:07 5 OVC:08 10
18271,2022-06-12T05:53:00,BKN:07 8 BKN:07 46 OVC:08 75
10976,2021-11-21T22:53:00,CLR:00
18135,2022-06-06T23:53:00,CLR:00
23052,2022-11-05T23:39:00,BKN:07 11 OVC:08 17
1214,2021-01-29T06:46:00,OVC:08 4
15075,2022-03-04T05:53:00,CLR:00
133,2021-01-03T11:07:00,BKN:07 5 OVC:08 25
21779,2022-10-02T14:53:00,
15513,2022-03-18T01:31:00,FEW:02 6
14942,2022-02-28T12:53:00,CLR:00
1778,2021-02-12T23:53:00,SCT:04 26 BKN:07 31 BKN:07 41
2900,2021-03-20T03:53:00,CLR:00
4095,2021-04-27T22:53:00,CLR:00
2049,2021-02-21T00:53:00,CLR:00
14628,2022-02-16T15:53:00,CLR:00
19529,2022-07-23T14:53:00,CLR:00
15682,2022-03-23T07:53:00,VV:09 2
9207,2021-10-16T17:53:00,CLR:00
14574,2022-02-14T12:53:00,OVC:08 7
23124,2022-11-07T08:53:00,VV:09 2
4724,2021-05-19T02:53:00,CLR:00
2167,2021-02-25T17:53:00,CLR:00
4845,2021-05-23T17:53:00,CLR:00
22990,2022-11-04T17:53:00,BKN:07 50
9456,2021-10-21T21:03:00,OVC:08 4
2094,2021-02-22T19:53:00,CLR:00
19959,2022-08-05T23:53:00,OVC:08 16
2799,2021-03-17T11:53:00,BKN:07 40
8244,2021-09-13T21:53:00,CLR:00
17927,2022-05-31T07:53:00,CLR:00
22966,2022-11-03T20:53:00,CLR:00
6780,2021-07-28T17:53:00,CLR:00
12769,2022-01-02T12:53:00,FEW:02 50 SCT:04 200
22214,2022-10-13T17:53:00,CLR:00
19924,2022-08-04T23:53:00,OVC:08 7
12192,2021-12-19T21:53:00,OVC:08 24
3692,2021-04-15T09:27:00,BKN:07 11
4068,2021-04-26T20:53:00,CLR:00
9882,2021-10-30T04:49:00,OVC:08 2
22063,2022-10-10T00:28:00,VV:09 2
12375,2021-12-23T10:02:00,BKN:07 9 OVC:08 15
3806,2021-04-18T21:53:00,CLR:00
11455,2021-12-03T18:04:00,OVC:08 9
1822,2021-02-14T08:53:00,BKN:07 70 OVC:08 200
7903,2021-09-02T19:53:00,CLR:00
24607,2022-12-15T22:28:00,VV:09 2
1572,2021-02-07T23:53:00,CLR:00
11472,2021-12-04T07:53:00,OVC:08 5
21728,2022-10-01T01:53:00,
9057,2021-10-10T17:53:00,CLR:00
1587,2021-02-08T02:31:00,VV:09 1
14295,2022-02-07T03:23:00,VV:09 1
11836,2021-12-13T02:53:00,FEW:02 6 BKN:07 10 OVC:08 14
8444,2021-09-19T07:56:00,BKN:07 6
18613,2022-06-25T06:07:00,OVC:08 2
10945,2021-11-21T04:43:00,SCT:04 1
3780,2021-04-17T23:53:00,CLR:00
3710,2021-04-16T00:43:00,FEW:02 7
11184,2021-11-28T07:53:00,CLR:00
3942,2021-04-23T08:16:00,
19034,2022-07-07T15:53:00,FEW:02 200
24063,2022-12-03T22:53:00,OVC:08 3
11541,2021-12-05T21:53:00,VV:09 5
19414,2022-07-20T15:53:00,CLR:00
5108,2021-06-01T22:12:00,BKN:07 5
5789,2021-06-25T22:53:00,OVC:08 7
8609,2021-09-25T01:53:00,OVC:08 6
12177,2021-12-19T12:22:00,BKN:07 16 OVC:08 30
17026,2022-04-30T03:53:00,CLR:00
4791,2021-05-21T18:53:00,CLR:00
14804,2022-02-23T00:53:00,CLR:00
11992,2021-12-16T03:53:00,FEW:02 48 OVC:08 60
10796,2021-11-17T21:53:00,CLR:00
5685,2021-06-22T13:53:00,SCT:04 35
7720,2021-08-27T23:53:00,CLR:00
968,2021-01-23T23:53:00,FEW:02 2
1,2021-01-01T01:10:00,CLR:00
902,2021-01-22T07:36:00,FEW:02 55 BKN:07 90
4078,2021-04-27T05:53:00,CLR:00
1924,2021-02-16T23:59:00,
11337,2021-12-01T05:53:00,CLR:00
20775,2022-08-31T04:51:00,VV:09 2
945,2021-01-23T07:51:00,VV:09 2
18115,2022-06-06T03:53:00,CLR:00
24834,2022-12-21T03:53:00,VV:09 5
51,2021-01-02T01:34:00,OVC:08 4
5074,2021-05-31T15:53:00,CLR:00
20743,2022-08-30T08:00:00,OVC:08 4
10289,2021-11-08T05:53:00,CLR:00
19990,2022-08-07T01:53:00,CLR:00
21249,2022-09-16T10:53:00,CLR:00
9540,2021-10-23T14:41:00,FEW:02 6 BKN:07 14 OVC:08 21
17375,2022-05-11T03:28:00,SCT:04 1
1383,2021-02-03T01:44:00,VV:09 1
24656,2022-12-16T23:59:00,
22427,2022-10-18T21:53:00,CLR:00
22119,2022-10-11T10:53:00,SCT:04 6
21393,2022-09-20T23:59:00,
6411,2021-07-15T21:21:00,BKN:07 7
18309,2022-06-13T15:53:00,CLR:00
8957,2021-10-07T01:53:00,CLR:00
3381,2021-04-06T01:53:00,OVC:08 10
24872,2022-12-22T03:02:00,SCT:04 13
7268,2021-08-13T02:53:00,OVC:08 5
1911,2021-02-16T11:53:00,SCT:04 180
7958,2021-09-04T08:53:00,OVC:08 4
1748,2021-02-11T19:53:00,OVC:08 5
13699,2022-01-21T15:53:00,CLR:00
12550,2021-12-27T02:03:00,SCT:04 14 OVC:08 34
21548,2022-09-26T01:41:00,OVC:08 2
10310,2021-11-08T22:48:00,BKN:07 8 OVC:08 14
6106,2021-07-06T07:30:00,OVC:08 5
6762,2021-07-28T04:51:00,SCT:04 3
14430,2022-02-10T09:53:00,CLR:00
5436,2021-06-13T19:21:00,BKN:07 23
7659,2021-08-26T01:04:00,BKN:07 6
9035,2021-10-09T20:53:00,CLR:00
24376,2022-12-10T03:53:00,OVC:08 15
24483,2022-12-12T22:13:00,CLR:00
19805,2022-07-31T18:53:00,CLR:00
16784,2022-04-22T02:08:00,VV:09 1
14826,2022-02-23T21:53:00,CLR:00
4464,2021-05-10T23:53:00,CLR:00
7633,2021-08-25T05:53:00,OVC:08 5
17693,2022-05-23T04:53:00,CLR:00
21856,2022-10-05T00:34:00,CLR:00
20984,2022-09-06T23:59:00,
18262,2022-06-12T00:53:00,CLR:00
3685,2021-04-15T04:53:00,OVC:08 8
24175,2022-12-06T21:51:00,VV:09 1
4000,2021-04-25T01:53:00,CLR:00
12845,2022-01-04T07:28:00,SCT:04 3 OVC:08 12
3175,2021-03-30T04:53:00,CLR:00
8299,2021-09-15T17:53:00,CLR:00
12800,2022-01-03T08:42:00,OVC:08 18
21713,2022-09-30T15:53:00,CLR:00
20256,2022-08-15T10:53:00,CLR:00
2914,2021-03-20T09:53:00,FEW:02 35
16062,2022-03-31T23:53:00,CLR:00
14446,2022-02-11T00:53:00,CLR:00
4293,2021-05-04T14:53:00,CLR:00
5323,2021-06-09T15:53:00,FEW:02 80
9279,2021-10-18T18:53:00,CLR:00
22133,2022-10-11T22:19:00,OVC:08 3
12721,2021-12-31T23:59:00,
3318,2021-04-04T02:53:00,OVC:08 25
24106,2022-12-04T18:53:00,SCT:04 37 SCT:04 45 OVC:08 55
11575,2021-12-06T16:53:00,OVC:08 5
24424,2022-12-11T03:53:00,SCT:04 32 BKN:07 55 OVC:08 70
6431,2021-07-16T14:53:00,CLR:00
21335,2022-09-18T23:59:00,
6705,2021-07-26T04:17:00,BKN:07 5
7707,2021-08-27T10:53:00,CLR:00
3011,2021-03-24T00:53:00,CLR:00
13453,2022-01-16T22:53:00,CLR:00
22129,2022-10-11T20:53:00,CLR:00
8246,2021-09-13T23:53:00,CLR:00
23131,2022-11-07T12:53:00,SCT:04 16 BKN:07 48 BKN:07 60
23692,2022-11-23T15:53:00,CLR:00
14015,2022-01-30T00:53:00,CLR:00
21481,2022-09-24T07:53:00,CLR:00
5850,2021-06-27T23:59:00,
7476,2021-08-20T10:53:00,OVC:08 13
13263,2022-01-12T02:28:00,CLR:00
14406,2022-02-09T10:53:00,SCT:04 150
20902,2022-09-03T17:53:00,CLR:00
17490,2022-05-15T03:53:00,CLR:00
7617,2021-08-24T19:53:00,CLR:00
23408,2022-11-13T08:53:00,CLR:00
16163,2022-04-04T08:53:00,FEW:02 70 OVC:08 200
10445,2021-11-11T01:00:00,VV:09 1
3702,2021-04-15T17:53:00,CLR:00
10782,2021-11-17T08:53:00,VV:09 2
21556,2022-09-26T03:53:00,OVC:08 2
9749,2021-10-27T14:53:00,CLR:00
5707,2021-06-23T09:26:00,SCT:04 19
20213,2022-08-13T17:53:00,CLR:00
17484,2022-05-14T22:53:00,CLR:00
23895,2022-11-30T09:53:00,FEW:02 250
551,2021-01-13T04:53:00,OVC:08 11
19020,2022-07-07T05:30:00,BKN:07 3
20067,2022-08-09T04:20:00,SCT:04 5
17610,2022-05-19T21:53:00,CLR:00
21421,2022-09-21T23:59:00,
9146,2021-10-14T06:53:00,CLR:00
4186,2021-04-30T21:53:00,CLR:00
16523,2022-04-16T03:32:00,BKN:07 11 OVC:08 65
22373,2022-10-17T03:53:00,VV:09 1
11581,2021-12-06T20:53:00,OVC:08 65
24761,2022-12-19T04:53:00,VV:09 2
3364,2021-04-05T15:53:00,FEW:02 40
4541,2021-05-13T00:53:00,OVC:08 3
25015,2022-12-25T01:13:00,VV:09 2
8551,2021-09-23T03:11:00,VV:09 2
2558,2021-03-09T23:59:00,
4255,2021-05-03T02:53:00,CLR:00
6742,2021-07-27T11:53:00,BKN:07 100
5208,2021-06-05T01:53:00,CLR:00
3675,2021-04-14T22:14:00,FEW:02 10 BKN:07 15
8533,2021-09-22T20:53:00,CLR:00
3613,2021-04-13T00:03:00,OVC:08 4
24152,2022-12-06T01:53:00,OVC:08 50
14189,2022-02-03T18:53:00,CLR:00
17926,2022-05-31T06:53:00,CLR:00
6480,2021-07-18T13:53:00,FEW:02 250
14848,2022-02-24T18:53:00,CLR:00
11918,2021-12-14T16:53:00,FEW:02 75
6564,2021-07-21T17:53:00,CLR:00
2794,2021-03-17T06:53:00,FEW:02 50 BKN:07 150
24472,2022-12-12T15:53:00,CLR:00
14573,2022-02-14T11:53:00,OVC:08 5
14930,2022-02-28T00:53:00,CLR:00
6608,2021-07-23T11:53:00,CLR:00
3485,2021-04-09T06:53:00,SCT:04 250
18059,2022-06-05T01:43:00,FEW:02 4 OVC:08 15
8896,2021-10-05T07:53:00,OVC:08 7
6139,2021-07-07T08:16:00,SCT:04 9
18496,2022-06-21T01:53:00,CLR:00
3048,2021-03-25T12:53:00,FEW:02 50
25196,2022-12-28T04:22:00,FEW:02 1 OVC:08 33
942,2021-01-23T06:25:00,SCT:04 1
9327,2021-10-19T22:03:00,FEW:02 16 BKN:07 25 OVC:08 30
5783,2021-06-25T19:53:00,CLR:00
22570,2022-10-23T06:53:00,CLR:00
23344,2022-11-11T05:59:00,CLR:00
23340,2022-11-11T05:20:00,VV:09 2
772,2021-01-17T22:53:00,CLR:00
6741,2021-07-27T10:53:00,BKN:07 200
15373,2022-03-14T21:17:00,OVC:08 8
11667,2021-12-08T06:51:00,BKN:07 3 OVC:08 11
15036,2022-03-03T04:53:00,VV:09 2
10354,2021-11-09T17:53:00,SCT:04 6
16399,2022-04-13T08:53:00,OVC:08 39
17853,2022-05-28T12:53:00,BKN:07 55 BKN:07 85
6361,2021-07-14T08:53:00,OVC:08 9
4696,2021-05-18T03:53:00,CLR:00
12673,2021-12-30T10:53:00,BKN:07 37
19357,2022-07-19T05:15:00,OVC:08 2
11714,2021-12-09T13:53:00,CLR:00
125,2021-01-03T07:53:00,BKN:07 6 OVC:08 28
24186,2022-12-06T23:43:00,VV:09 2
8078,2021-09-08T04:53:00,CLR:00
12678,2021-12-30T15:53:00,BKN:07 37
18367,2022-06-15T23:53:00,CLR:00
22793,2022-10-30T22:53:00,VV:09 1
23587,2022-11-20T06:53:00,CLR:00
24788,2022-12-20T00:53:00,FEW:02 12 OVC:08 110
2405,2021-03-06T05:53:00,OVC:08 34
23047,2022-11-05T21:36:00,BKN:07 7 OVC:08 15
13613,2022-01-20T01:43:00,VV:09 1
23961,2022-12-01T23:41:00,CLR:00
2301,2021-03-02T23:59:00,
21354,2022-09-19T14:53:00,BKN:07 70
5380,2021-06-11T22:24:00,BKN:07 19 BKN:07 60
6134,2021-07-07T04:40:00,OVC:08 5
3718,2021-04-16T04:01:00,OVC:08 3
14009,2022-01-29T21:53:00,CLR:00
20566,2022-08-25T19:12:00,SCT:04 8
22198,2022-10-13T05:00:00,OVC:08 3
19264,2022-07-15T21:53:00,CLR:00
9105,2021-10-12T15:53:00,CLR:00
11486,2021-12-04T20:43:00,OVC:08 9
11717,2021-12-09T16:53:00,CLR:00
20611,2022-08-26T22:53:00,OVC:08 2
17216,2022-05-06T11:53:00,OVC:08 16
13005,2022-01-07T03:16:00,BKN:07 2 OVC:08 43
20705,2022-08-29T08:53:00,SCT:04 15
17357,2022-05-10T23:06:00,CLR:00
18627,2022-06-25T15:53:00,CLR:00
21982,2022-10-08T06:44:00,VV:09 1
3339,2021-04-04T17:53:00,CLR:00
9462,2021-10-21T23:59:00,
9854,2021-10-29T13:53:00,CLR:00
9905,2021-10-30T11:51:00,FEW:02 14 BKN:07 22 BKN:07 32
9779,2021-10-28T02:53:00,SCT:04 1
3037,2021-03-25T01:53:00,CLR:00
21701,2022-09-30T03:53:00,CLR:00
19761,2022-07-30T09:53:00,FEW:02 13
18776,2022-06-29T21:53:00,OVC:08 6
7642,2021-08-25T12:53:00,CLR:00
12616,2021-12-28T22:14:00,BKN:07 6 OVC:08 12
7795,2021-08-30T06:53:00,OVC:08 2
8036,2021-09-06T13:53:00,CLR:00
23863,2022-11-29T02:53:00,CLR:00
5177,2021-06-03T20:53:00,CLR:00
4224,2021-05-01T21:53:00,CLR:00
20201,2022-08-13T05:53:00,CLR:00
19920,2022-08-04T20:53:00,SCT:04 8
5010,2021-05-29T04:51:00,OVC:08 4
14744,2022-02-20T18:53:00,CLR:00
19105,2022-07-10T01:53:00,CLR:00
3293,2021-04-03T08:53:00,OVC:08 26
10431,2021-11-10T22:21:00,CLR:00
8253,2021-09-14T05:53:00,CLR:00
12789,2022-01-03T02:43:00,SCT:04 30 OVC:08 42
7221,2021-08-11T15:53:00,CLR:00
3372,2021-04-05T23:03:00,SCT:04 9
9150,2021-10-14T10:53:00,CLR:00
10486,2021-11-11T20:53:00,CLR:00
21822,2022-10-03T22:53:00,
22304,2022-10-15T10:31:00,OVC:08 10
18832,2022-07-01T17:53:00,CLR:00
24143,2022-12-05T17:53:00,OVC:08 80
9719,2021-10-26T23:59:00,
8904,2021-10-05T13:53:00,SCT:04 200
22112,2022-10-11T07:53:00,OVC:08 2
14278,2022-02-06T16:53:00,CLR:00
10455,2021-11-11T04:15:00,OVC:08 1
11676,2021-12-08T10:53:00,BKN:07 5 BKN:07 9 OVC:08 16
21763,2022-10-02T00:53:00,
24254,2022-12-07T23:53:00,FEW:02 8 OVC:08 15
4126,2021-04-29T03:53:00,CLR:00
15962,2022-03-29T04:30:00,VV:09 2
8506,2021-09-21T18:53:00,CLR:00
1577,2021-02-08T00:53:00,CLR:00
24871,2022-12-22T02:53:00,BKN:07 13
4957,2021-05-27T16:53:00,CLR:00
15384,2022-03-14T23:32:00,BKN:07 4 BKN:07 8 OVC:08 11
1774,2021-02-12T19:53:00,SCT:04 100
7860,2021-09-01T06:53:00,OVC:08 8
6548,2021-07-21T01:53:00,CLR:00
24177,2022-12-06T21:58:00,FEW:02 1
6340,2021-07-13T18:53:00,CLR:00
2831,2021-03-18T08:53:00,BKN:07 11 OVC:08 17
22339,2022-10-16T14:53:00,OVC:08 29
22365,2022-10-17T02:42:00,VV:09 4
23577,2022-11-19T21:53:00,CLR:00
21690,2022-09-29T17:53:00,CLR:00
7585,2021-08-23T15:53:00,CLR:00
20195,2022-08-13T01:53:00,CLR:00
5554,2021-06-18T02:53:00,CLR:00
12958,2022-01-06T04:15:00,SCT:04 2 OVC:08 9
10047,2021-11-02T02:43:00,OVC:08 2
11587,2021-12-06T23:10:00,OVC:08 4
21785,2022-10-02T20:53:00,
9213,2021-10-16T23:53:00,CLR:00
9364,2021-10-20T11:51:00,OVC:08 6
8099,2021-09-09T00:53:00,CLR:00
10132,2021-11-03T22:53:00,OVC:08 11
3925,2021-04-22T19:53:00,CLR:00
23974,2022-12-02T02:13:00,CLR:00
13331,2022-01-13T18:53:00,CLR:00
13040,2022-01-07T16:53:00,SCT:04 35 BKN:07 46
4651,2021-05-16T14:53:00,SCT:04 20
1196,2021-01-29T00:53:00,FEW:02 9 SCT:04 28 OVC:08 32
5682,2021-06-22T11:53:00,BKN:07 20 OVC:08 31
18109,2022-06-05T23:02:00,SCT:04 20
21872,2022-10-05T02:53:00,OVC:08 3
6803,2021-07-29T10:53:00,CLR:00
633,2021-01-14T23:59:00,
18446,2022-06-19T01:53:00,CLR:00
5317,2021-06-09T09:53:00,FEW:02 60 SCT:04 200
14078,2022-01-31T02:51:00,CLR:00
21930,2022-10-06T20:53:00,
3383,2021-04-06T02:16:00,OVC:08 9
213,2021-01-05T01:35:00,VV:09 4
22741,2022-10-30T00:40:00,CLR:00
16839,2022-04-23T11:53:00,FEW:02 35
23687,2022-11-23T10:53:00,FEW:02 200
17647,2022-05-21T08:53:00,CLR:00
8175,2021-09-11T07:53:00,CLR:00
10630,2021-11-14T12:43:00,OVC:08 4
16488,2022-04-15T05:53:00,FEW:02 11 SCT:04 24
11809,2021-12-12T17:53:00,OVC:08 6
11833,2021-12-13T02:23:00,SCT:04 9 BKN:07 16 OVC:08 30
16147,2022-04-03T17:53:00,FEW:02 200
10176,2021-11-04T21:53:00,CLR:00
21113,2022-09-11T23:59:00,
17290,2022-05-09T04:53:00,CLR:00
24625,2022-12-16T03:14:00,VV:09 1
21518,2022-09-25T08:03:00,VV:09 2
19467,2022-07-22T00:53:00,CLR:00
20128,2022-08-11T02:51:00,BKN:07 3
23656,2022-11-23T00:53:00,CLR:00
4597,2021-05-14T19:53:00,CLR:00
9984,2021-10-31T22:53:00,SCT:04 36
9887,2021-10-30T05:36:00,VV:09 2
13867,2022-01-25T20:51:00,VV:09 7
7271,2021-08-13T05:14:00,OVC:08 4
14240,2022-02-05T15:53:00,CLR:00
136,2021-01-03T12:53:00,SCT:04 26 OVC:08 120
20966,2022-09-06T06:53:00,SCT:04 200
18653,2022-06-26T07:51:00,OVC:08 4
12548,2021-12-27T01:49:00,BKN:07 14 BKN:07 21 OVC:08 60
2616,2021-03-11T01:07:00,OVC:08 42
20852,2022-09-02T01:27:00,OVC:08 2
13635,2022-01-20T12:53:00,FEW:02 250
19374,2022-07-19T16:53:00,CLR:00
21455,2022-09-23T06:53:00,CLR:00
1915,2021-02-16T15:53:00,FEW:02 50
19177,2022-07-12T17:53:00,FEW:02 24
24888,2022-12-22T10:53:00,BKN:07 5 BKN:07 11
6017,2021-07-03T11:53:00,FEW:02 10
17310,2022-05-09T21:53:00,CLR:00
18996,2022-07-06T09:53:00,FEW:02 23 OVC:08 36
1970,2021-02-18T20:53:00,OVC:08 33
17974,2022-06-02T04:53:00,CLR:00
22743,2022-10-30T00:53:00,CLR:00
2241,2021-02-28T15:53:00,FEW:02 250
12260,2021-12-21T19:34:00,FEW:02 10 OVC:08 35
23627,2022-11-21T21:53:00,CLR:00
19158,2022-07-12T00:53:00,OVC:08 4
9292,2021-10-18T23:35:00,BKN:07 1
3746,2021-04-17T01:51:00,BKN:07 6
8870,2021-10-04T11:53:00,CLR:00
18120,2022-06-06T08:53:00,CLR:00
21526,2022-09-25T12:53:00,CLR:00
24831,2022-12-21T03:20:00,VV:09 5
22818,2022-10-31T10:01:00,OVC:08 2
19666,2022-07-27T15:53:00,CLR:00
10144,2021-11-04T00:43:00,SCT:04 5 OVC:08 18
25306,2022-12-30T09:53:00,OVC:08 6
14362,2022-02-08T15:53:00,CLR:00
6946,2021-08-02T14:53:00,SCT:04 200
11526,2021-12-05T18:53:00,CLR:00
23474,2022-11-15T18:53:00,CLR:00
22752,2022-10-30T03:16:00,CLR:00
21845,2022-10-04T14:53:00,
11845,2021-12-13T04:51:00,FEW:02 9 BKN:07 14 OVC:08 50
13078,2022-01-08T06:29:00,BKN:07 1
5440,2021-06-13T21:40:00,OVC:08 15
240,2021-01-05T11:53:00,FEW:02 20
13628,2022-01-20T08:53:00,VV:09 1
8608,2021-09-25T00:53:00,OVC:08 5
22923,2022-11-02T06:53:00,VV:09 1
3115,2021-03-28T04:53:00,CLR:00
4216,2021-05-01T14:53:00,CLR:00
1699,2021-02-11T00:15:00,FEW:02 8
20183,2022-08-12T14:53:00,CLR:00
21406,2022-09-21T10:53:00,SCT:04 50
5063,2021-05-31T04:53:00,CLR:00
20818,2022-09-01T04:32:00,OVC:08 1
4776,2021-05-21T03:53:00,CLR:00
21441,2022-09-22T17:53:00,CLR:00
12003,2021-12-16T08:08:00,VV:09 1
6554,2021-07-21T07:53:00,CLR:00
9328,2021-10-19T22:33:00,OVC:08 19
17094,2022-05-02T20:53:00,CLR:00
17583,2022-05-18T19:53:00,CLR:00
14904,2022-02-26T23:59:00,
5987,2021-07-02T15:53:00,CLR:00
